orderId,productName,price,category,boxHeight
ORD01337,"Supreme Box Logo Tee",8171.86,apparel,23
ORD01338,"Vans Slip-On",7775.06,shoes,11
ORD01339,"Comme des Garçons Shirt",1040.66,apparel,18
ORD01340,"McFarlane Spawn Figure",4461.76,collectibles,5
ORD01341,"Reebok Classic Leather",9118.63,shoes,23
ORD01342,"Bandai Ultraman Figure",5369.06,collectibles,17
ORD01343,"Puma Suede Classic",7026.09,shoes,15
ORD01344,"Common Projects Achilles",6675.59,shoes,5
ORD01345,"Reebok Club C",10720.39,shoes,7
ORD01346,"Jordan 1 Retro High",8211.2,shoes,32
ORD01347,"One Piece Mega WCF",6301.45,collectibles,15
ORD01348,"New Balance 990",5131.55,shoes,10
ORD01349,"Kith Box Logo",18721.6,apparel,8
ORD01350,"Fjällräven Kånken",52331.4,bags,43
ORD01351,"Onitsuka Tiger Mexico 66",4882.84,shoes,5
ORD01352,"A Bathing Ape Shark Hoodie",8165.97,apparel,30
ORD01353,"Longchamp Le Pliage",73499.04,bags,33
ORD01354,"Dragon Ball Statue",13862.32,collectibles,23
ORD01355,"Fjällräven Kånken",50750.89,bags,16
ORD01356,"Figma Link",9947.85,collectibles,22
ORD01357,"New Balance 574",19255.19,shoes,33
ORD01358,"Kith Box Logo",15466.78,apparel,16
ORD01359,"Louis Vuitton Neverfull",40040.14,bags,44
ORD01360,"Chanel Classic Flap",55666.51,bags,21
ORD01361,"Jordan 1 Retro High",21432.79,shoes,36
ORD01362,"Stone Island Shadow Project",28662.21,apparel,8
ORD01363,"Common Projects Achilles",11991.93,shoes,15
ORD01364,"Comme des Garçons Shirt",25514.6,apparel,15
ORD01365,"Chanel Classic Flap",51385.98,bags,25
ORD01366,"Converse Chuck Taylor High",19805.46,shoes,25
ORD01367,"Reebok Classic Leather",9759.32,shoes,22
ORD01368,"Nike Air Force 1 Low",7217.89,shoes,6
ORD01369,"Nike Air Force 1 Low",7460.2,shoes,14
ORD01370,"Bearbrick 400%",2376.86,collectibles,29
ORD01371,"Adidas Ultraboost 22",4646.35,shoes,26
ORD01372,"Hoka Clifton 9",21692.92,shoes,30
ORD01373,"Converse Chuck Taylor Low",13473.25,shoes,7
ORD01374,"Comme des Garçons Shirt",3223.56,apparel,27
ORD01375,"Jordan 1 Retro High",7239.1,shoes,24
ORD01376,"Converse Chuck Taylor Low",14726.43,shoes,10
ORD01377,"Noah Core Logo Tee",7902.2,apparel,32
ORD01378,"Louis Vuitton Neverfull",54160.68,bags,41
ORD01379,"Adidas Ultraboost 22",7156.94,shoes,18
ORD01380,"Tamiya RC Car",8643.67,collectibles,23
ORD01381,"A Bathing Ape Shark Hoodie",20016.25,apparel,23
ORD01382,"Nike Air Force 1 Low",10621.35,shoes,12
ORD01383,"Figma Link",14347.22,collectibles,30
ORD01384,"Acne Studios Face Patch",25637.28,apparel,12
ORD01385,"Converse Chuck Taylor High",23145.34,shoes,21
ORD01386,"Puma RS-X",13500.32,shoes,31
ORD01387,"Prada Nylon Bag",16280.42,bags,44
ORD01388,"Stüssy World Tour Tee",9133.44,apparel,32
ORD01389,"Salomon XT-6",6155.23,shoes,18
ORD01390,"Nendoroid Hatsune Miku",5315.84,collectibles,31
ORD01391,"LEGO Creator Expert",8980.7,collectibles,24
ORD01392,"Kipling City Bag",6919.01,bags,36
ORD01393,"Salomon XT-6",4169.66,shoes,21
ORD01394,"Adidas Stan Smith",4512.1,shoes,5
ORD01395,"Birkenstock Arizona",7023.03,shoes,8
ORD01396,"Jordan 1 Retro High",15581.55,shoes,31
ORD01397,"Converse Chuck Taylor Low",9847.28,shoes,8
ORD01398,"McFarlane Spawn Figure",1461.48,collectibles,28
ORD01399,"Fjällräven Kånken",45748.9,bags,40
ORD01400,"Figma Link",13681.64,collectibles,13
ORD01401,"Reebok Classic Leather",14944.78,shoes,18
ORD01402,"Supreme Box Logo Tee",6096.11,apparel,6
ORD01403,"Acne Studios Face Patch",25773.06,apparel,17
ORD01404,"A Bathing Ape Shark Hoodie",6813.37,apparel,9
ORD01405,"Fjällräven Kånken",52384.05,bags,49
ORD01406,"Adidas Stan Smith",5927.29,shoes,5
ORD01407,"Jordan 1 Retro High",24297.87,shoes,34
ORD01408,"Crocs Classic Clog",4509.2,shoes,15
ORD01409,"Dragon Ball Statue",6721.49,collectibles,31
ORD01410,"Reebok Club C",7643.69,shoes,10
ORD01411,"New Balance 990",11240.11,shoes,15
ORD01412,"Reebok Classic Leather",18118.86,shoes,26
ORD01413,"Adidas Ultraboost 22",13375.21,shoes,18
ORD01414,"Onitsuka Tiger Mexico 66",1463.38,shoes,14
ORD01415,"Converse Chuck Taylor Low",3819.95,shoes,11
ORD01416,"Coach Tabby",9816.96,bags,28
ORD01417,"Bandai Ultraman Figure",13095.72,collectibles,14
ORD01418,"Kate Spade New York Bag",59880.58,bags,19
ORD01419,"MCM Stark Backpack",44033.93,bags,18
ORD01420,"Vans Old Skool High",6526.31,shoes,16
ORD01421,"Figma Link",13760.61,collectibles,12
ORD01422,"Supreme Box Logo Tee",17649.87,apparel,16
ORD01423,"Skechers Go Walk",673.01,shoes,10
ORD01424,"Hot Wheels RLC",1603.97,collectibles,14
ORD01425,"Bearbrick 400%",783.37,collectibles,26
ORD01426,"Coach Tabby",5671.66,bags,41
ORD01427,"Prada Nylon Bag",5183.26,bags,23
ORD01428,"Palace Tri-Ferg Tee",9101.28,apparel,11
ORD01429,"Adidas Ultraboost 22",21709.2,shoes,20
ORD01430,"Longchamp Le Pliage",43470.64,bags,41
ORD01431,"Nike Air Max 270",14947.53,shoes,39
ORD01432,"Prada Nylon Bag",17380.71,bags,43
ORD01433,"Stone Island Shadow Project",6636.26,apparel,28
ORD01434,"Common Projects Achilles",14818.68,shoes,5
ORD01435,"Hoka Clifton 9",13821.14,shoes,38
ORD01436,"McFarlane Spawn Figure",13096.24,collectibles,7
ORD01437,"Bearbrick 400%",6676.53,collectibles,14
ORD01438,"Funko Pop Batman",5772.81,collectibles,19
ORD01439,"Salomon XT-6",16527.5,shoes,39
ORD01440,"Kate Spade New York Bag",72520.56,bags,43
ORD01441,"Converse Chuck Taylor High",12673.69,shoes,36
ORD01442,"Coach Tabby",50256.18,bags,29
ORD01443,"Stone Island Shadow Project",22940.77,apparel,27
ORD01444,"Fear of God Essentials",3862.06,apparel,32
ORD01445,"Converse Chuck Taylor Low",12535.76,shoes,5
ORD01446,"Kate Spade New York Bag",953.6,bags,10
ORD01447,"Kate Spade New York Bag",34551.89,bags,39
ORD01448,"Gundam RX-78-2 MG",5138.52,collectibles,10
ORD01449,"Converse Chuck Taylor High",17180.23,shoes,16
ORD01450,"Off-White Arrows Hoodie",13240.36,apparel,6
ORD01451,"Bearbrick 400%",11701.66,collectibles,27
ORD01452,"Crocs Classic Clog",11312.2,shoes,5
ORD01453,"Skechers Go Walk",12896.04,shoes,15
ORD01454,"Acne Studios Face Patch",9394.79,apparel,25
ORD01455,"Coach Tabby",76557.9,bags,19
ORD01456,"LEGO Creator Expert",4434.86,collectibles,18
ORD01457,"Coach Tabby",70822.97,bags,40
ORD01458,"Louis Vuitton Neverfull",38415.34,bags,40
ORD01459,"Tamiya RC Car",2683.24,collectibles,5
ORD01460,"Converse Chuck Taylor High",12419.41,shoes,32
ORD01461,"Kate Spade New York Bag",15695.35,bags,33
ORD01462,"Converse Chuck Taylor High",1612.4,shoes,29
ORD01463,"Adidas Stan Smith",7404.12,shoes,13
ORD01464,"Reebok Classic Leather",6782.47,shoes,20
ORD01465,"Nike Air Max 270",3634.66,shoes,40
ORD01466,"MCM Stark Backpack",45880.6,bags,11
ORD01467,"Stone Island Shadow Project",13496.71,apparel,12
ORD01468,"Converse Chuck Taylor High",2578.15,shoes,19
ORD01469,"Kith Box Logo",24313.64,apparel,31
ORD01470,"Fear of God Essentials",1540.24,apparel,14
ORD01471,"LEGO Creator Expert",332.07,collectibles,28
ORD01472,"Jordan 1 Retro High",10864.36,shoes,16
ORD01473,"Palace Tri-Ferg Tee",27231.87,apparel,31
ORD01474,"One Piece Mega WCF",8348.25,collectibles,15
ORD01475,"Reebok Classic Leather",3453.15,shoes,34
ORD01476,"Off-White Arrows Hoodie",24816.34,apparel,24
ORD01477,"Skechers Go Walk",12633.66,shoes,11
ORD01478,"Louis Vuitton Neverfull",27483.02,bags,37
ORD01479,"Converse Chuck Taylor High",10716.26,shoes,25
ORD01480,"Vans Old Skool High",21813.15,shoes,21
ORD01481,"Skechers Go Walk",9745.11,shoes,6
ORD01482,"Coach Tabby",36748.26,bags,34
ORD01483,"Nike Air Max 270",6009.62,shoes,31
ORD01484,"Vans Slip-On",576.46,shoes,6
ORD01485,"Nike Air Max 270",3117.46,shoes,26
ORD01486,"Fear of God Essentials",27712.71,apparel,27
ORD01487,"Hoka Clifton 9",9836.9,shoes,40
ORD01488,"Carhartt WIP Chase Tee",12937.21,apparel,22
ORD01489,"New Balance 574",7212.35,shoes,28
ORD01490,"Louis Vuitton Neverfull",42301.45,bags,29
ORD01491,"Adidas Stan Smith",13705.87,shoes,15
ORD01492,"Figma Link",9603.1,collectibles,11
ORD01493,"Nike Air Max 270",15862,shoes,24
ORD01494,"MCM Stark Backpack",33938.12,bags,39
ORD01495,"Noah Core Logo Tee",8168.34,apparel,28
ORD01496,"Nike Air Max 270",13016.75,shoes,24
ORD01497,"Stone Island Shadow Project",8906.08,apparel,13
ORD01498,"Crocs Classic Clog",2140.77,shoes,8
ORD01499,"Salomon XT-6",23952.2,shoes,22
ORD01500,"MCM Stark Backpack",31297.42,bags,43
ORD01501,"Kate Spade New York Bag",53383.28,bags,39
ORD01502,"Adidas Ultraboost 22",8958.19,shoes,35
ORD01503,"Acne Studios Face Patch",7635.9,apparel,14
ORD01504,"Off-White Arrows Hoodie",14887.74,apparel,5
ORD01505,"Reebok Classic Leather",7732.01,shoes,32
ORD01506,"MCM Stark Backpack",5592.39,bags,14
ORD01507,"A Bathing Ape Shark Hoodie",23300.87,apparel,25
ORD01508,"Hoka Clifton 9",2269.46,shoes,19
ORD01509,"Reebok Club C",1725.44,shoes,11
ORD01510,"Funko Pop Batman",6408.81,collectibles,28
ORD01511,"Dragon Ball Statue",5671.66,collectibles,13
ORD01512,"A Bathing Ape Shark Hoodie",16530.3,apparel,5
ORD01513,"Kipling City Bag",2544.94,bags,17
ORD01514,"One Piece Mega WCF",2289.32,collectibles,14
ORD01515,"Fear of God Essentials",17282.09,apparel,13
ORD01516,"Converse Chuck Taylor Low",4183.99,shoes,13
ORD01517,"Palace Tri-Ferg Tee",25184.04,apparel,28
ORD01518,"Bearbrick 400%",4989.27,collectibles,21
ORD01519,"Puma Suede Classic",10849.95,shoes,14
ORD01520,"One Piece Mega WCF",5185.07,collectibles,32
ORD01521,"Off-White Arrows Hoodie",2946.19,apparel,11
ORD01522,"Birkenstock Arizona",13133.3,shoes,6
ORD01523,"MCM Stark Backpack",1885.26,bags,37
ORD01524,"Fear of God Essentials",11101.61,apparel,13
ORD01525,"Onitsuka Tiger Mexico 66",7235.71,shoes,9
ORD01526,"Stüssy World Tour Tee",26720.36,apparel,26
ORD01527,"Jordan 1 Retro High",8432.9,shoes,35
ORD01528,"Bandai Ultraman Figure",9083.54,collectibles,5
ORD01529,"Palace Tri-Ferg Tee",25376.38,apparel,26
ORD01530,"Tumi Alpha Backpack",37816,bags,22
ORD01531,"Hot Wheels RLC",6955.06,collectibles,30
ORD01532,"Hoka Clifton 9",9873.34,shoes,37
ORD01533,"Jordan 1 Retro High",21395.97,shoes,16
ORD01534,"Skechers Go Walk",11930.51,shoes,15
ORD01535,"McFarlane Spawn Figure",14606.22,collectibles,10
ORD01536,"Prada Nylon Bag",33675.46,bags,33
ORD01537,"Prada Nylon Bag",27399.21,bags,27
ORD01538,"Stüssy World Tour Tee",14172.46,apparel,16
ORD01539,"Comme des Garçons Shirt",24929.44,apparel,18
ORD01540,"A Bathing Ape Shark Hoodie",17485.04,apparel,19
ORD01541,"One Piece Mega WCF",5955.26,collectibles,22
ORD01542,"Hoka Clifton 9",7141.98,shoes,21
ORD01543,"Gucci GG Marmont",69052.95,bags,36
ORD01544,"Palace Tri-Ferg Tee",18442.89,apparel,25
ORD01545,"Noah Core Logo Tee",1847.2,apparel,5
ORD01546,"Vans Old Skool High",14002.14,shoes,35
ORD01547,"Reebok Club C",3133.51,shoes,5
ORD01548,"Comme des Garçons Shirt",21211.42,apparel,23
ORD01549,"Reebok Classic Leather",16056.16,shoes,20
ORD01550,"Prada Nylon Bag",18133.59,bags,22
ORD01551,"Bearbrick 400%",7425.92,collectibles,21
ORD01552,"Skechers Go Walk",14990.69,shoes,7
ORD01553,"Longchamp Le Pliage",63295.29,bags,43
ORD01554,"Stone Island Shadow Project",7774.05,apparel,25
ORD01555,"Gundam RX-78-2 MG",12770.32,collectibles,19
ORD01556,"Bearbrick 400%",4361.08,collectibles,12
ORD01557,"Puma Suede Classic",14309.44,shoes,13
ORD01558,"New Balance 990",9315.01,shoes,10
ORD01559,"Carhartt WIP Chase Tee",18166.29,apparel,19
ORD01560,"Bandai Ultraman Figure",923.26,collectibles,11
ORD01561,"Figma Link",9738.08,collectibles,23
ORD01562,"Gundam RX-78-2 MG",1566.27,collectibles,25
ORD01563,"Gundam RX-78-2 MG",4050.68,collectibles,12
ORD01564,"Bearbrick 400%",5025.23,collectibles,29
ORD01565,"Common Projects Achilles",11729.96,shoes,12
ORD01566,"Louis Vuitton Neverfull",40272.4,bags,20
ORD01567,"Kipling City Bag",32803.96,bags,35
ORD01568,"McFarlane Spawn Figure",9522.82,collectibles,12
ORD01569,"Nike Air Max 270",5501.61,shoes,24
ORD01570,"New Balance 990",13341.71,shoes,8
ORD01571,"Nike Air Max 270",14181.35,shoes,24
ORD01572,"Figma Link",7357.62,collectibles,22
ORD01573,"Fjällräven Kånken",44580.97,bags,33
ORD01574,"Chanel Classic Flap",64355.48,bags,41
ORD01575,"Hoka Clifton 9",10874.47,shoes,33
ORD01576,"Palace Tri-Ferg Tee",25636.75,apparel,24
ORD01577,"Stüssy World Tour Tee",24265.21,apparel,23
ORD01578,"New Balance 990",10843.52,shoes,9
ORD01579,"McFarlane Spawn Figure",6955.23,collectibles,7
ORD01580,"Prada Nylon Bag",64296.77,bags,27
ORD01581,"Nike Air Force 1 Low",516.05,shoes,12
ORD01582,"Hot Wheels RLC",14364.49,collectibles,12
ORD01583,"Vans Old Skool High",10334.02,shoes,39
ORD01584,"Salomon XT-6",16756.46,shoes,19
ORD01585,"Puma RS-X",5105.47,shoes,24
ORD01586,"Hoka Clifton 9",24971.26,shoes,18
ORD01587,"Birkenstock Arizona",14724.73,shoes,7
ORD01588,"Funko Pop Batman",13180.26,collectibles,10
ORD01589,"Birkenstock Arizona",12676.51,shoes,13
ORD01590,"Converse Chuck Taylor Low",10586.1,shoes,6
ORD01591,"Bearbrick 400%",6700.78,collectibles,29
ORD01592,"A Bathing Ape Shark Hoodie",1774.31,apparel,23
ORD01593,"Comme des Garçons Shirt",12742.15,apparel,13
ORD01594,"Kith Box Logo",15432.62,apparel,7
ORD01595,"Vans Slip-On",9710.83,shoes,9
ORD01596,"Vans Old Skool High",18310.68,shoes,37
ORD01597,"New Balance 990",5076.82,shoes,10
ORD01598,"Common Projects Achilles",7862.23,shoes,11
ORD01599,"Hot Wheels RLC",793.8,collectibles,29
ORD01600,"Gucci GG Marmont",24150.35,bags,31
ORD01601,"Figma Link",12127.57,collectibles,31
ORD01602,"Chanel Classic Flap",46949.24,bags,46
ORD01603,"Palace Tri-Ferg Tee",24566.88,apparel,25
ORD01604,"Puma RS-X",17476.8,shoes,36
ORD01605,"One Piece Mega WCF",5192.1,collectibles,8
ORD01606,"Salomon XT-6",15803.47,shoes,37
ORD01607,"One Piece Mega WCF",667.1,collectibles,12
ORD01608,"A Bathing Ape Shark Hoodie",2227.03,apparel,20
ORD01609,"Hoka Clifton 9",4662.85,shoes,19
ORD01610,"Converse Chuck Taylor High",23011.72,shoes,25
ORD01611,"Stone Island Shadow Project",13150.48,apparel,8
ORD01612,"Tumi Alpha Backpack",53300.43,bags,44
ORD01613,"Vans Old Skool High",10333.28,shoes,23
ORD01614,"Hot Wheels RLC",6526.44,collectibles,22
ORD01615,"Skechers Go Walk",4445.82,shoes,14
ORD01616,"Fear of God Essentials",16213.77,apparel,31
ORD01617,"Acne Studios Face Patch",1742.25,apparel,26
ORD01618,"Funko Pop Batman",5260.97,collectibles,17
ORD01619,"Salomon XT-6",15293.02,shoes,35
ORD01620,"Vans Old Skool High",11395.01,shoes,39
ORD01621,"Prada Nylon Bag",59200.71,bags,14
ORD01622,"Noah Core Logo Tee",13861.07,apparel,16
ORD01623,"Jordan 1 Retro High",3890.17,shoes,25
ORD01624,"Carhartt WIP Chase Tee",1784.05,apparel,11
ORD01625,"Reebok Classic Leather",22897.01,shoes,27
ORD01626,"Reebok Club C",3440.73,shoes,13
ORD01627,"Tamiya RC Car",11095.5,collectibles,11
ORD01628,"Palace Tri-Ferg Tee",9930.27,apparel,16
ORD01629,"Vans Slip-On",882.05,shoes,5
ORD01630,"Louis Vuitton Neverfull",3411.8,bags,19
ORD01631,"A Bathing Ape Shark Hoodie",21078.22,apparel,5
ORD01632,"Acne Studios Face Patch",24944.43,apparel,24
ORD01633,"Dragon Ball Statue",14930.28,collectibles,28
ORD01634,"MCM Stark Backpack",3547.58,bags,10
ORD01635,"Vans Old Skool High",19083.3,shoes,40
ORD01636,"Fjällräven Kånken",58136.2,bags,22
ORD01637,"Off-White Arrows Hoodie",4246.6,apparel,7
ORD01638,"Hoka Clifton 9",12487.17,shoes,21
ORD01639,"Gundam RX-78-2 MG",492.97,collectibles,26
ORD01640,"Kate Spade New York Bag",57333.03,bags,13
ORD01641,"Reebok Classic Leather",11145.45,shoes,24
ORD01642,"Birkenstock Arizona",14704.04,shoes,6
ORD01643,"Common Projects Achilles",10224.7,shoes,6
ORD01644,"Gucci GG Marmont",51249.48,bags,14
ORD01645,"Nike Air Max 270",21056.76,shoes,36
ORD01646,"Palace Tri-Ferg Tee",26913.79,apparel,8
ORD01647,"Birkenstock Arizona",3445.23,shoes,8
ORD01648,"Converse Chuck Taylor Low",803.11,shoes,7
ORD01649,"A Bathing Ape Shark Hoodie",5632.34,apparel,24
ORD01650,"Figma Link",9322.33,collectibles,6
ORD01651,"Tamiya RC Car",13559.73,collectibles,18
ORD01652,"Tumi Alpha Backpack",8857.64,bags,26
ORD01653,"Prada Nylon Bag",39220.48,bags,12
ORD01654,"Noah Core Logo Tee",7620.58,apparel,24
ORD01655,"Gundam RX-78-2 MG",9918.33,collectibles,7
ORD01656,"Bandai Ultraman Figure",1352.18,collectibles,32
ORD01657,"Skechers Go Walk",6322.86,shoes,13
ORD01658,"One Piece Mega WCF",5939.4,collectibles,18
ORD01659,"Noah Core Logo Tee",24898.6,apparel,23
ORD01660,"Stüssy World Tour Tee",21764.41,apparel,11
ORD01661,"Louis Vuitton Neverfull",70688.84,bags,24
ORD01662,"LEGO Creator Expert",4040.39,collectibles,20
ORD01663,"Carhartt WIP Chase Tee",17948.28,apparel,32
ORD01664,"Tumi Alpha Backpack",31667.72,bags,15
ORD01665,"Reebok Club C",3833,shoes,14
ORD01666,"Comme des Garçons Shirt",21181.6,apparel,10
ORD01667,"Crocs Classic Clog",13152.73,shoes,11
ORD01668,"Chanel Classic Flap",8464.13,bags,23
ORD01669,"LEGO Creator Expert",3915.92,collectibles,19
ORD01670,"Nendoroid Hatsune Miku",10833.49,collectibles,15
ORD01671,"Kith Box Logo",26651.62,apparel,6
ORD01672,"Kipling City Bag",44518.98,bags,23
ORD01673,"Acne Studios Face Patch",6988.87,apparel,18
ORD01674,"Bearbrick 400%",11812.73,collectibles,23
ORD01675,"Louis Vuitton Neverfull",2599.08,bags,26
ORD01676,"Puma RS-X",15829.56,shoes,25
ORD01677,"Fjällräven Kånken",40498.55,bags,24
ORD01678,"Kate Spade New York Bag",67294.99,bags,43
ORD01679,"Reebok Club C",7957.47,shoes,14
ORD01680,"Gucci GG Marmont",19145.74,bags,36
ORD01681,"Jordan 1 Retro High",18776.99,shoes,32
ORD01682,"LEGO Creator Expert",8647.09,collectibles,10
ORD01683,"Common Projects Achilles",2478.08,shoes,8
ORD01684,"Longchamp Le Pliage",78786.27,bags,37
ORD01685,"Adidas Ultraboost 22",22728.79,shoes,29
ORD01686,"Carhartt WIP Chase Tee",14885.49,apparel,31
ORD01687,"Puma RS-X",3990.24,shoes,17
ORD01688,"LEGO Creator Expert",3878.18,collectibles,16
ORD01689,"Funko Pop Batman",13869.39,collectibles,20
ORD01690,"Skechers Go Walk",9421.1,shoes,11
ORD01691,"Stone Island Shadow Project",27625.13,apparel,9
ORD01692,"Gucci GG Marmont",51283.96,bags,27
ORD01693,"Kith Box Logo",26958.14,apparel,23
ORD01694,"Louis Vuitton Neverfull",41312.3,bags,31
ORD01695,"Coach Tabby",49924.96,bags,13
ORD01696,"Nike Air Max 270",11212.2,shoes,16
ORD01697,"Carhartt WIP Chase Tee",3284.8,apparel,14
ORD01698,"Crocs Classic Clog",688.78,shoes,12
ORD01699,"Adidas Stan Smith",9618.98,shoes,8
ORD01700,"Acne Studios Face Patch",11062.54,apparel,31
ORD01701,"Kith Box Logo",11793.63,apparel,10
ORD01702,"Gundam RX-78-2 MG",5044.91,collectibles,16
ORD01703,"Louis Vuitton Neverfull",46459.73,bags,22
ORD01704,"Skechers Go Walk",7479.06,shoes,8
ORD01705,"LEGO Creator Expert",1475.64,collectibles,11
ORD01706,"Fear of God Essentials",16454.85,apparel,6
ORD01707,"Stone Island Shadow Project",4426.85,apparel,17
ORD01708,"Bearbrick 400%",14462.07,collectibles,27
ORD01709,"Converse Chuck Taylor High",7298.37,shoes,18
ORD01710,"Bearbrick 400%",8702.93,collectibles,28
ORD01711,"Converse Chuck Taylor High",10922.95,shoes,36
ORD01712,"Vans Old Skool High",18852.49,shoes,30
ORD01713,"Fear of God Essentials",634.25,apparel,29
ORD01714,"Adidas Stan Smith",3793.51,shoes,10
ORD01715,"Coach Tabby",35038.05,bags,29
ORD01716,"Nike Air Force 1 Low",4096.38,shoes,11
ORD01717,"Bandai Ultraman Figure",10922.63,collectibles,6
ORD01718,"A Bathing Ape Shark Hoodie",22706.4,apparel,28
ORD01719,"Vans Old Skool High",12033.48,shoes,34
ORD01720,"Fjällräven Kånken",49879.4,bags,38
ORD01721,"LEGO Creator Expert",9434.47,collectibles,5
ORD01722,"Coach Tabby",25950.66,bags,24
ORD01723,"Nike Air Max 270",7786.33,shoes,16
ORD01724,"Chanel Classic Flap",56665.16,bags,15
ORD01725,"Bandai Ultraman Figure",2098.19,collectibles,9
ORD01726,"Salomon XT-6",4286.42,shoes,39
ORD01727,"Tamiya RC Car",7455.35,collectibles,24
ORD01728,"Tamiya RC Car",11871.24,collectibles,27
ORD01729,"Reebok Club C",5836.18,shoes,10
ORD01730,"Vans Slip-On",4626.06,shoes,15
ORD01731,"Converse Chuck Taylor High",6822.91,shoes,31
ORD01732,"Off-White Arrows Hoodie",26211.06,apparel,13
ORD01733,"Salomon XT-6",18568.34,shoes,40
ORD01734,"Tumi Alpha Backpack",67584.01,bags,18
ORD01735,"Tumi Alpha Backpack",63928.74,bags,32
ORD01736,"Nike Air Force 1 Low",7619.65,shoes,7
ORD01737,"Onitsuka Tiger Mexico 66",9017.35,shoes,5
ORD01738,"Stüssy World Tour Tee",970.43,apparel,12
ORD01739,"Figma Link",10390.09,collectibles,30
ORD01740,"Converse Chuck Taylor Low",10207.65,shoes,10
ORD01741,"Kate Spade New York Bag",37887.95,bags,20
ORD01742,"MCM Stark Backpack",8483.37,bags,49
ORD01743,"Off-White Arrows Hoodie",15257.24,apparel,18
ORD01744,"Gucci GG Marmont",54917.66,bags,24
ORD01745,"LEGO Creator Expert",6635.1,collectibles,25
ORD01746,"Dragon Ball Statue",5233.63,collectibles,22
ORD01747,"Hoka Clifton 9",5784.94,shoes,18
ORD01748,"Nendoroid Hatsune Miku",12314.9,collectibles,28
ORD01749,"Prada Nylon Bag",27360.39,bags,31
ORD01750,"Adidas Stan Smith",13890.04,shoes,6
ORD01751,"Onitsuka Tiger Mexico 66",14711.86,shoes,11
ORD01752,"New Balance 574",10512.63,shoes,29
ORD01753,"Onitsuka Tiger Mexico 66",6549.58,shoes,6
ORD01754,"Jordan 1 Retro High",7203.75,shoes,19
ORD01755,"McFarlane Spawn Figure",9802.06,collectibles,17
ORD01756,"Converse Chuck Taylor High",19715.25,shoes,30
ORD01757,"Bandai Ultraman Figure",3041.86,collectibles,10
ORD01758,"McFarlane Spawn Figure",10966.24,collectibles,15
ORD01759,"Stone Island Shadow Project",25218.39,apparel,11
ORD01760,"Salomon XT-6",16839.08,shoes,33
ORD01761,"Comme des Garçons Shirt",17008.36,apparel,15
ORD01762,"Carhartt WIP Chase Tee",5635.05,apparel,6
ORD01763,"Salomon XT-6",22627.36,shoes,20
ORD01764,"Gucci GG Marmont",75976.62,bags,17
ORD01765,"Hoka Clifton 9",24515.15,shoes,30
ORD01766,"McFarlane Spawn Figure",14788.91,collectibles,23
ORD01767,"Prada Nylon Bag",5902.11,bags,16
ORD01768,"Kipling City Bag",36154.17,bags,24
ORD01769,"Chanel Classic Flap",37865.94,bags,25
ORD01770,"Funko Pop Batman",2357.7,collectibles,22
ORD01771,"Nike Air Max 270",23801.51,shoes,19
ORD01772,"LEGO Creator Expert",12064.35,collectibles,28
ORD01773,"Samsonite Spinner",25075.55,bags,34
ORD01774,"Salomon XT-6",17683.27,shoes,24
ORD01775,"Kith Box Logo",6668.46,apparel,10
ORD01776,"Kate Spade New York Bag",24083.32,bags,19
ORD01777,"Onitsuka Tiger Mexico 66",5334.63,shoes,13
ORD01778,"Comme des Garçons Shirt",22460.84,apparel,21
ORD01779,"Vans Old Skool High",24293.68,shoes,21
ORD01780,"Gundam RX-78-2 MG",7728.88,collectibles,25
ORD01781,"Vans Old Skool High",2774.4,shoes,32
ORD01782,"Birkenstock Arizona",4986.33,shoes,8
ORD01783,"Tumi Alpha Backpack",72344.74,bags,37
ORD01784,"Vans Old Skool High",20206.56,shoes,32
ORD01785,"Salomon XT-6",23192.89,shoes,31
ORD01786,"Puma Suede Classic",5928.77,shoes,12
ORD01787,"Nike Air Max 270",14239.26,shoes,18
ORD01788,"McFarlane Spawn Figure",8778.6,collectibles,5
ORD01789,"New Balance 574",21990.69,shoes,27
ORD01790,"A Bathing Ape Shark Hoodie",22686.07,apparel,32
ORD01791,"Noah Core Logo Tee",16866.13,apparel,8
ORD01792,"New Balance 990",14038.29,shoes,9
ORD01793,"Birkenstock Arizona",583.43,shoes,13
ORD01794,"Vans Old Skool High",22561.08,shoes,38
ORD01795,"MCM Stark Backpack",79591.92,bags,47
ORD01796,"Kate Spade New York Bag",63919.01,bags,18
ORD01797,"Nike Air Force 1 Low",12345.71,shoes,9
ORD01798,"Figma Link",549.54,collectibles,26
ORD01799,"Longchamp Le Pliage",36576.1,bags,35
ORD01800,"Hoka Clifton 9",7401.19,shoes,16
ORD01801,"Supreme Box Logo Tee",24707.75,apparel,25
ORD01802,"New Balance 574",15215.74,shoes,20
ORD01803,"Kipling City Bag",22533.26,bags,13
ORD01804,"Fear of God Essentials",16038.57,apparel,5
ORD01805,"Louis Vuitton Neverfull",16689.08,bags,16
ORD01806,"Fear of God Essentials",8639.07,apparel,29
ORD01807,"Acne Studios Face Patch",28224.74,apparel,5
ORD01808,"Hot Wheels RLC",8069.22,collectibles,23
ORD01809,"Gucci GG Marmont",59679.74,bags,39
ORD01810,"Nendoroid Hatsune Miku",3630.66,collectibles,16
ORD01811,"Bearbrick 400%",1911.56,collectibles,19
ORD01812,"Prada Nylon Bag",15538.18,bags,30
